codigo,descripcion,monto
PROD-02587,Logitech Fuente - Modelo 368,401.26
PROD-02588,Sony SSD - Modelo 173,4786.27
PROD-02589,Samsung Mouse - Modelo 830,620.57
PROD-02590,ASUS Laptop - Modelo 407,675.84
PROD-02591,Razer RAM - Modelo 989,4008.44
PROD-02592,Kingston Laptop - Modelo 399,2890.24
PROD-02593,LG Auricular - Modelo 327,3761.97
PROD-02594,Logitech Fuente - Modelo 118,555.68
PROD-02595,ASUS Auricular - Modelo 191,1956.35
PROD-02596,ASUS Webcam - Modelo 772,2255.39
PROD-02597,LG Gabinete - Modelo 256,4426.1
PROD-02598,Kingston Fuente - Modelo 851,2523.29
PROD-02599,Logitech SSD - Modelo 924,2962.58
PROD-02600,ASUS Laptop - Modelo 248,3208.66
PROD-02601,Razer Teclado - Modelo 111,4250.21
PROD-02602,Razer Monitor - Modelo 155,1784.79
PROD-02603,Corsair Gabinete - Modelo 167,1658.07
PROD-02604,ASUS Teclado - Modelo 953,1670.77
PROD-02605,Kingston Webcam - Modelo 347,592.73
PROD-02606,Razer SSD - Modelo 930,3513.27
PROD-02607,Dell RAM - Modelo 491,3771.95
PROD-02608,HP Webcam - Modelo 546,3464.82
PROD-02609,Samsung Gabinete - Modelo 617,2481.01
PROD-02610,HP Laptop - Modelo 229,2407.72
PROD-02611,Dell Teclado - Modelo 912,4804.07
PROD-02612,Logitech Monitor - Modelo 662,3861.62
PROD-02613,Samsung Monitor - Modelo 844,1938.07
PROD-02614,Sony Webcam - Modelo 314,1411.52
PROD-02615,LG SSD - Modelo 859,2812.71
PROD-02616,Dell SSD - Modelo 972,164.92
PROD-02617,Kingston Auricular - Modelo 509,1808.33
PROD-02618,Samsung Laptop - Modelo 709,2992.99
PROD-02619,ASUS Webcam - Modelo 712,3844.01
PROD-02620,Corsair Auricular - Modelo 955,4596.34
PROD-02621,Logitech SSD - Modelo 531,1696.61
PROD-02622,HP Mouse - Modelo 183,532.4
PROD-02623,Dell Webcam - Modelo 624,4415.38
PROD-02624,ASUS Gabinete - Modelo 770,3728.28
PROD-02625,ASUS Gabinete - Modelo 352,2525.31
PROD-02626,Dell Monitor - Modelo 550,4030.4
PROD-02627,ASUS Gabinete - Modelo 864,4055.64
PROD-02628,Logitech Mouse - Modelo 243,271.95
PROD-02629,HP Teclado - Modelo 786,461.04
PROD-02630,Samsung Laptop - Modelo 995,1057.64
PROD-02631,HP SSD - Modelo 395,4905.91
PROD-02632,Samsung Auricular - Modelo 450,3249.11
PROD-02633,ASUS Teclado - Modelo 514,4755.16
PROD-02634,Kingston SSD - Modelo 730,3456.0
PROD-02635,Dell Auricular - Modelo 233,3139.24
PROD-02636,Razer Webcam - Modelo 288,3394.91
PROD-02637,Sony Laptop - Modelo 452,3175.35
PROD-02638,Corsair RAM - Modelo 297,4754.74
PROD-02639,Samsung Teclado - Modelo 171,992.14
PROD-02640,Razer Gabinete - Modelo 735,1512.36
PROD-02641,Dell Auricular - Modelo 491,3676.7
PROD-02642,Samsung Teclado - Modelo 962,1751.48
PROD-02643,Kingston Auricular - Modelo 267,4251.66
PROD-02644,Sony Monitor - Modelo 411,4902.55
PROD-02645,Kingston Teclado - Modelo 712,4819.99
PROD-02646,Logitech Mouse - Modelo 370,3369.8
PROD-02647,Sony Monitor - Modelo 983,4255.37
PROD-02648,ASUS Monitor - Modelo 510,1797.17
PROD-02649,HP Webcam - Modelo 882,411.32
PROD-02650,Logitech Mouse - Modelo 953,3420.73
PROD-02651,Corsair Laptop - Modelo 240,1577.96
PROD-02652,HP Monitor - Modelo 369,4848.64
PROD-02653,ASUS Gabinete - Modelo 863,4933.89
PROD-02654,Logitech Mouse - Modelo 564,1927.67
PROD-02655,Razer RAM - Modelo 936,2482.06
PROD-02656,HP SSD - Modelo 770,2085.23
PROD-02657,Dell Monitor - Modelo 181,1193.88
PROD-02658,Sony Laptop - Modelo 176,4619.51
PROD-02659,HP RAM - Modelo 541,2182.33
PROD-02660,Corsair Auricular - Modelo 535,411.24
PROD-02661,HP SSD - Modelo 164,401.36
PROD-02662,Sony Laptop - Modelo 394,392.47
PROD-02663,Logitech RAM - Modelo 473,641.58
PROD-02664,Dell Gabinete - Modelo 981,4802.47
PROD-02665,HP Teclado - Modelo 688,1224.56
PROD-02666,LG Mouse - Modelo 172,4530.4
PROD-02667,Samsung RAM - Modelo 229,2034.92
PROD-02668,Corsair Laptop - Modelo 254,2464.19
PROD-02669,Dell Teclado - Modelo 999,2543.16
PROD-02670,HP Auricular - Modelo 120,2886.03
PROD-02671,Corsair SSD - Modelo 929,2615.46
PROD-02672,Sony Fuente - Modelo 805,232.93
PROD-02673,Kingston Laptop - Modelo 175,4811.28
PROD-02674,LG Laptop - Modelo 855,1891.96
PROD-02675,Samsung Teclado - Modelo 371,4851.18
PROD-02676,Corsair Fuente - Modelo 803,4056.97
PROD-02677,Kingston Fuente - Modelo 569,818.14
PROD-02678,HP Monitor - Modelo 872,486.46
PROD-02679,Kingston Teclado - Modelo 631,3859.39
PROD-02680,Dell Gabinete - Modelo 348,3285.63
PROD-02681,Corsair Mouse - Modelo 373,4844.28
PROD-02682,Corsair Fuente - Modelo 554,1022.41
PROD-02683,Sony Fuente - Modelo 833,1613.2
PROD-02684,Samsung Auricular - Modelo 644,3062.77
PROD-02685,Samsung RAM - Modelo 557,466.01
PROD-02686,Corsair RAM - Modelo 648,1040.54
PROD-02687,Razer Gabinete - Modelo 583,2913.94
PROD-02688,HP RAM - Modelo 252,159.82
PROD-02689,HP SSD - Modelo 761,748.59
PROD-02690,Samsung Gabinete - Modelo 808,2782.45
PROD-02691,Samsung Mouse - Modelo 233,315.74
PROD-02692,Sony Mouse - Modelo 371,4985.99
PROD-02693,Logitech RAM - Modelo 983,2050.92
PROD-02694,Corsair Webcam - Modelo 517,4243.98
PROD-02695,LG SSD - Modelo 142,4976.73
PROD-02696,Samsung Mouse - Modelo 325,4118.83
PROD-02697,Dell Monitor - Modelo 520,483.02
PROD-02698,Samsung Fuente - Modelo 400,597.85
PROD-02699,Logitech Mouse - Modelo 171,4209.8
PROD-02700,Logitech Teclado - Modelo 737,4823.28
PROD-02701,HP Gabinete - Modelo 919,3139.99
PROD-02702,Razer Laptop - Modelo 367,3001.48
PROD-02703,LG Laptop - Modelo 441,3821.04
PROD-02704,HP Mouse - Modelo 981,4162.95
PROD-02705,Samsung Mouse - Modelo 193,2296.04
PROD-02706,LG RAM - Modelo 845,1166.14
PROD-02707,Razer Fuente - Modelo 304,3682.86
PROD-02708,HP SSD - Modelo 841,3552.89
PROD-02709,Corsair Fuente - Modelo 238,2497.49
PROD-02710,LG Webcam - Modelo 887,2274.64
PROD-02711,Kingston Teclado - Modelo 417,222.66
PROD-02712,Sony Auricular - Modelo 220,3443.65
PROD-02713,HP Mouse - Modelo 309,2152.64
PROD-02714,ASUS Laptop - Modelo 868,1611.38
PROD-02715,Samsung Mouse - Modelo 357,275.78
PROD-02716,Sony RAM - Modelo 742,1579.67
PROD-02717,LG Laptop - Modelo 710,2531.72
PROD-02718,Corsair Mouse - Modelo 965,3367.47
PROD-02719,Samsung Laptop - Modelo 112,3157.26
PROD-02720,Corsair RAM - Modelo 846,3362.07
PROD-02721,ASUS Monitor - Modelo 816,3684.89
PROD-02722,ASUS Webcam - Modelo 920,2689.3
PROD-02723,Sony Gabinete - Modelo 245,4705.67
PROD-02724,Corsair Fuente - Modelo 227,1790.33
PROD-02725,Samsung RAM - Modelo 130,1298.04
PROD-02726,Razer Auricular - Modelo 815,3651.32
PROD-02727,Samsung SSD - Modelo 170,4995.63
PROD-02728,Corsair Fuente - Modelo 886,1354.37
PROD-02729,HP Gabinete - Modelo 809,1817.44
PROD-02730,Sony Auricular - Modelo 278,480.78
PROD-02731,Corsair Gabinete - Modelo 921,1040.29
PROD-02732,Samsung Teclado - Modelo 342,554.79
PROD-02733,Kingston Monitor - Modelo 998,167.76
PROD-02734,Razer Webcam - Modelo 939,3567.51
PROD-02735,Sony Teclado - Modelo 457,1646.29
PROD-02736,Dell Gabinete - Modelo 436,3314.22
PROD-02737,LG Monitor - Modelo 342,2863.86
PROD-02738,Logitech SSD - Modelo 892,1766.18
PROD-02739,ASUS Mouse - Modelo 275,326.32
PROD-02740,HP RAM - Modelo 735,608.06
PROD-02741,HP Gabinete - Modelo 890,1661.23
PROD-02742,Kingston Laptop - Modelo 779,527.18
PROD-02743,Kingston Teclado - Modelo 670,2891.12
PROD-02744,Dell Mouse - Modelo 441,2590.46
PROD-02745,HP Mouse - Modelo 324,1197.95
PROD-02746,Dell Webcam - Modelo 316,2579.37
PROD-02747,Sony Monitor - Modelo 622,830.11
PROD-02748,HP Auricular - Modelo 508,4031.22
PROD-02749,Logitech Gabinete - Modelo 918,4836.7
PROD-02750,Sony Laptop - Modelo 445,1368.35
PROD-02751,HP Auricular - Modelo 129,1423.54
PROD-02752,Kingston Gabinete - Modelo 122,3535.58
PROD-02753,Kingston Auricular - Modelo 642,208.47
PROD-02754,Logitech Fuente - Modelo 162,4240.35
PROD-02755,Kingston Monitor - Modelo 223,2889.22
PROD-02756,Sony Mouse - Modelo 188,2081.0
PROD-02757,Razer Fuente - Modelo 113,4641.97
PROD-02758,ASUS RAM - Modelo 530,438.17
PROD-02759,Logitech Mouse - Modelo 882,2013.35
PROD-02760,Kingston Auricular - Modelo 298,2689.25
PROD-02761,Corsair Teclado - Modelo 199,4460.43
PROD-02762,Razer Auricular - Modelo 397,4343.81
PROD-02763,Dell Auricular - Modelo 192,3984.09
PROD-02764,Samsung Fuente - Modelo 934,184.1
PROD-02765,Kingston Laptop - Modelo 472,3550.71
PROD-02766,LG SSD - Modelo 433,1321.87
PROD-02767,Corsair Mouse - Modelo 667,894.41
PROD-02768,LG SSD - Modelo 157,3785.61
PROD-02769,Kingston RAM - Modelo 483,2695.31
PROD-02770,Razer RAM - Modelo 869,2561.07
PROD-02771,Razer Laptop - Modelo 809,2106.91
PROD-02772,LG Webcam - Modelo 144,1082.81
PROD-02773,LG Laptop - Modelo 191,3746.88
PROD-02774,Logitech Auricular - Modelo 513,3681.75
PROD-02775,LG SSD - Modelo 842,3359.84
PROD-02776,Kingston SSD - Modelo 676,3287.41
PROD-02777,Sony Laptop - Modelo 166,2405.42
PROD-02778,Sony Monitor - Modelo 915,2662.29
PROD-02779,ASUS Laptop - Modelo 109,2383.42
PROD-02780,LG Mouse - Modelo 303,1253.87
PROD-02781,ASUS Fuente - Modelo 678,1610.09
PROD-02782,Razer Fuente - Modelo 267,4990.66
PROD-02783,Corsair Teclado - Modelo 912,470.53
PROD-02784,Samsung Webcam - Modelo 801,3715.7
PROD-02785,Dell Mouse - Modelo 146,113.5
PROD-02786,Razer Auricular - Modelo 558,2112.15
PROD-02787,Corsair Fuente - Modelo 752,649.3
PROD-02788,Sony Gabinete - Modelo 488,4292.11
PROD-02789,Corsair Auricular - Modelo 807,1069.19
PROD-02790,ASUS RAM - Modelo 637,4425.12
PROD-02791,HP SSD - Modelo 436,1497.12
PROD-02792,Logitech RAM - Modelo 106,4878.71
PROD-02793,Samsung Laptop - Modelo 359,1343.17
PROD-02794,ASUS Teclado - Modelo 257,1673.72
PROD-02795,Kingston Monitor - Modelo 279,3313.29
PROD-02796,Kingston Gabinete - Modelo 766,2761.75
PROD-02797,Samsung Teclado - Modelo 597,2953.35
PROD-02798,Razer Monitor - Modelo 677,3639.33
PROD-02799,Kingston Laptop - Modelo 631,3162.83
PROD-02800,Corsair Mouse - Modelo 997,3963.05
PROD-02801,Dell Webcam - Modelo 400,1253.96
PROD-02802,Razer Laptop - Modelo 762,4548.03
PROD-02803,Logitech Gabinete - Modelo 214,4263.67
PROD-02804,ASUS Laptop - Modelo 821,2101.41
PROD-02805,ASUS Webcam - Modelo 826,3366.26
PROD-02806,Corsair Auricular - Modelo 909,3589.64
PROD-02807,Corsair SSD - Modelo 391,4242.63
PROD-02808,Corsair Webcam - Modelo 756,1782.64
PROD-02809,LG SSD - Modelo 343,1566.96
PROD-02810,Razer Webcam - Modelo 193,4378.82
PROD-02811,LG Laptop - Modelo 139,3644.48
PROD-02812,Logitech Laptop - Modelo 549,2704.38
PROD-02813,Dell Gabinete - Modelo 822,3653.0
PROD-02814,LG Teclado - Modelo 787,639.61
PROD-02815,LG Webcam - Modelo 957,170.74
PROD-02816,Razer Teclado - Modelo 486,3743.41
PROD-02817,Sony Mouse - Modelo 785,4679.15
PROD-02818,Razer Gabinete - Modelo 162,216.56
PROD-02819,Sony RAM - Modelo 513,887.45
PROD-02820,ASUS RAM - Modelo 385,3042.61
PROD-02821,ASUS Laptop - Modelo 579,299.92
PROD-02822,Samsung Fuente - Modelo 810,1965.3
PROD-02823,HP SSD - Modelo 487,3929.14
PROD-02824,Sony RAM - Modelo 840,1414.95
PROD-02825,Dell Mouse - Modelo 705,3819.11
PROD-02826,Razer Fuente - Modelo 374,3532.92
PROD-02827,HP Teclado - Modelo 575,1738.55
PROD-02828,Sony Monitor - Modelo 275,4136.47
PROD-02829,Dell Webcam - Modelo 204,2760.77
PROD-02830,Samsung RAM - Modelo 291,1907.9
PROD-02831,Logitech RAM - Modelo 144,162.41
PROD-02832,HP Mouse - Modelo 342,3192.47
PROD-02833,LG Gabinete - Modelo 838,4341.54
PROD-02834,HP Monitor - Modelo 563,3229.82
PROD-02835,Samsung Webcam - Modelo 572,3886.07
PROD-02836,Sony RAM - Modelo 617,2264.56
PROD-02837,Razer Laptop - Modelo 281,4883.15
PROD-02838,ASUS Mouse - Modelo 933,1913.92
PROD-02839,Logitech Gabinete - Modelo 698,1301.01
PROD-02840,Sony Fuente - Modelo 240,3796.71
PROD-02841,Logitech SSD - Modelo 993,4591.73
PROD-02842,Corsair Mouse - Modelo 928,2844.73
PROD-02843,Razer Fuente - Modelo 812,3976.1
PROD-02844,HP RAM - Modelo 683,1964.64
PROD-02845,Razer Fuente - Modelo 484,2181.84
PROD-02846,Logitech RAM - Modelo 292,1014.79
PROD-02847,Kingston Teclado - Modelo 949,2056.3
PROD-02848,Logitech Mouse - Modelo 143,3360.83
PROD-02849,Samsung Mouse - Modelo 712,4938.79
PROD-02850,Corsair SSD - Modelo 299,857.22
PROD-02851,Corsair Monitor - Modelo 519,3410.14
PROD-02852,LG Monitor - Modelo 847,3852.93
PROD-02853,LG SSD - Modelo 450,2441.44
PROD-02854,LG Monitor - Modelo 418,739.41
PROD-02855,LG Webcam - Modelo 587,523.52
PROD-02856,Dell Teclado - Modelo 259,2311.17
PROD-02857,Sony Laptop - Modelo 241,3938.32
PROD-02858,Samsung Webcam - Modelo 105,160.74
PROD-02859,LG RAM - Modelo 683,1425.68
PROD-02860,HP Gabinete - Modelo 744,1459.37
PROD-02861,LG Gabinete - Modelo 517,2979.96
PROD-02862,HP Auricular - Modelo 891,1141.07
PROD-02863,Corsair Laptop - Modelo 165,4656.68
PROD-02864,HP Auricular - Modelo 548,2940.66
PROD-02865,Samsung Fuente - Modelo 997,3988.2
PROD-02866,Samsung Fuente - Modelo 196,1250.86
PROD-02867,Sony Webcam - Modelo 914,378.83
PROD-02868,Corsair Fuente - Modelo 777,2141.05
PROD-02869,LG Teclado - Modelo 607,2309.64
PROD-02870,Kingston Monitor - Modelo 838,4377.0
PROD-02871,Dell RAM - Modelo 144,4853.67
PROD-02872,Razer Monitor - Modelo 668,4400.97
PROD-02873,Samsung SSD - Modelo 612,1710.3
PROD-02874,Logitech SSD - Modelo 644,1024.57
PROD-02875,Kingston Laptop - Modelo 217,111.68
PROD-02876,Razer Fuente - Modelo 470,2992.34
PROD-02877,LG Laptop - Modelo 913,1766.24
PROD-02878,Logitech Monitor - Modelo 272,28.17
PROD-02879,Sony SSD - Modelo 835,2705.93
PROD-02880,Kingston Gabinete - Modelo 261,1950.48
PROD-02881,ASUS Teclado - Modelo 600,4135.28
PROD-02882,ASUS SSD - Modelo 745,1207.41
PROD-02883,LG Fuente - Modelo 895,2648.76
PROD-02884,Corsair Mouse - Modelo 611,291.95
PROD-02885,Samsung RAM - Modelo 180,1811.58
PROD-02886,Samsung Fuente - Modelo 231,4854.19
PROD-02887,Samsung RAM - Modelo 464,2017.8
PROD-02888,ASUS Webcam - Modelo 910,2355.73
PROD-02889,Corsair SSD - Modelo 492,288.96
PROD-02890,Samsung Webcam - Modelo 698,2251.56
PROD-02891,Sony Auricular - Modelo 675,1507.38
PROD-02892,LG Auricular - Modelo 573,3709.67
PROD-02893,Sony Teclado - Modelo 186,4626.06
PROD-02894,ASUS Fuente - Modelo 567,691.36
PROD-02895,Corsair Fuente - Modelo 692,3391.06
PROD-02896,Sony SSD - Modelo 233,4693.19
PROD-02897,Corsair Fuente - Modelo 318,3858.46
PROD-02898,Logitech Webcam - Modelo 685,3032.86
PROD-02899,Dell Teclado - Modelo 837,3188.81
PROD-02900,Razer Mouse - Modelo 590,2079.54
PROD-02901,Kingston Fuente - Modelo 904,4287.44
PROD-02902,Razer SSD - Modelo 889,981.24
PROD-02903,Dell RAM - Modelo 543,1795.2
PROD-02904,HP Laptop - Modelo 577,1343.12
PROD-02905,ASUS SSD - Modelo 443,1349.92
PROD-02906,Sony Monitor - Modelo 197,801.42
PROD-02907,Logitech Monitor - Modelo 528,4172.49
PROD-02908,Dell Gabinete - Modelo 658,4204.97
PROD-02909,LG Gabinete - Modelo 856,1342.51
PROD-02910,Samsung Laptop - Modelo 237,4775.54
PROD-02911,Logitech SSD - Modelo 213,1385.73
PROD-02912,Kingston Teclado - Modelo 586,4207.71
PROD-02913,HP Teclado - Modelo 464,774.47
PROD-02914,Razer Mouse - Modelo 853,2901.45
PROD-02915,Corsair Gabinete - Modelo 198,1719.52
PROD-02916,Corsair Mouse - Modelo 704,4089.78
PROD-02917,Sony Gabinete - Modelo 297,4433.71
PROD-02918,Dell Laptop - Modelo 281,385.54
PROD-02919,ASUS Gabinete - Modelo 814,422.22
PROD-02920,Kingston RAM - Modelo 970,1774.94
PROD-02921,Samsung Mouse - Modelo 962,3030.15
PROD-02922,LG Monitor - Modelo 302,2538.24
PROD-02923,Razer Fuente - Modelo 984,2585.97
PROD-02924,Logitech Webcam - Modelo 357,3154.82
PROD-02925,Logitech Auricular - Modelo 656,1675.62
PROD-02926,Sony SSD - Modelo 466,1873.05
PROD-02927,Dell RAM - Modelo 192,2444.92
PROD-02928,Sony Webcam - Modelo 760,1794.14
PROD-02929,Sony Monitor - Modelo 906,3980.74
PROD-02930,ASUS Monitor - Modelo 285,3322.51
PROD-02931,Kingston Auricular - Modelo 234,4312.19
PROD-02932,Sony Webcam - Modelo 805,120.81
PROD-02933,Sony Teclado - Modelo 803,3197.22
PROD-02934,Logitech RAM - Modelo 525,983.27
PROD-02935,HP Gabinete - Modelo 713,4064.83
PROD-02936,Razer Auricular - Modelo 853,4872.24
PROD-02937,Samsung RAM - Modelo 541,3069.18
PROD-02938,HP Fuente - Modelo 788,2959.14
PROD-02939,Dell Monitor - Modelo 687,1864.38
PROD-02940,HP Monitor - Modelo 108,2575.74
PROD-02941,Logitech SSD - Modelo 114,1018.19
PROD-02942,Sony Auricular - Modelo 335,614.91
PROD-02943,Corsair RAM - Modelo 545,4321.08
PROD-02944,ASUS Monitor - Modelo 746,4331.19
PROD-02945,HP Webcam - Modelo 167,2378.4
PROD-02946,Razer Teclado - Modelo 498,4581.34
PROD-02947,Corsair Mouse - Modelo 542,4209.93
PROD-02948,Kingston Fuente - Modelo 990,4022.17
PROD-02949,ASUS Teclado - Modelo 255,1852.65
PROD-02950,Dell Monitor - Modelo 810,4295.61
PROD-02951,Samsung Monitor - Modelo 768,1444.36
PROD-02952,Corsair Webcam - Modelo 673,4579.41
PROD-02953,Samsung Gabinete - Modelo 544,4508.66
PROD-02954,Sony Auricular - Modelo 202,4536.38
PROD-02955,Kingston RAM - Modelo 403,3366.26
PROD-02956,Razer Mouse - Modelo 596,3573.71
PROD-02957,ASUS Webcam - Modelo 365,4540.55
PROD-02958,Kingston Gabinete - Modelo 641,3385.7
PROD-02959,Logitech Auricular - Modelo 866,3293.05
PROD-02960,Dell Laptop - Modelo 863,4583.51
PROD-02961,Sony Gabinete - Modelo 463,4481.52
PROD-02962,Corsair Mouse - Modelo 481,3491.82
PROD-02963,HP Fuente - Modelo 644,2215.34
PROD-02964,LG Laptop - Modelo 667,3535.12
PROD-02965,Razer Laptop - Modelo 833,958.24
PROD-02966,Samsung SSD - Modelo 630,4815.43
PROD-02967,ASUS Webcam - Modelo 133,4359.09
PROD-02968,Kingston Auricular - Modelo 900,1218.65
PROD-02969,Dell Mouse - Modelo 502,3702.34
PROD-02970,Logitech RAM - Modelo 260,2434.62
PROD-02971,Razer Mouse - Modelo 631,2244.4
PROD-02972,Razer Webcam - Modelo 920,3452.43
PROD-02973,Corsair Monitor - Modelo 724,1401.46
PROD-02974,Kingston Fuente - Modelo 469,2586.42
PROD-02975,HP Teclado - Modelo 144,218.57
PROD-02976,Logitech Monitor - Modelo 578,738.03
PROD-02977,Corsair Auricular - Modelo 327,1416.61
PROD-02978,Razer Monitor - Modelo 525,3570.34
PROD-02979,Kingston Webcam - Modelo 546,4515.5
PROD-02980,Kingston SSD - Modelo 615,3380.81
PROD-02981,ASUS SSD - Modelo 262,1697.75
PROD-02982,Razer Auricular - Modelo 855,1380.73
PROD-02983,LG Teclado - Modelo 554,3057.4
PROD-02984,LG Laptop - Modelo 201,3863.34
PROD-02985,Razer Auricular - Modelo 705,364.7
PROD-02986,HP Fuente - Modelo 428,4022.64
PROD-02987,LG Auricular - Modelo 254,4178.17
PROD-02988,LG Mouse - Modelo 586,1021.65
PROD-02989,Dell Gabinete - Modelo 407,722.57
PROD-02990,Kingston Monitor - Modelo 921,923.78
PROD-02991,Logitech RAM - Modelo 684,3073.69
PROD-02992,ASUS RAM - Modelo 485,683.44
PROD-02993,Samsung Mouse - Modelo 209,3257.12
PROD-02994,Sony Mouse - Modelo 873,691.44
PROD-02995,Kingston Monitor - Modelo 981,3321.86
PROD-02996,Corsair RAM - Modelo 508,4437.47
PROD-02997,ASUS Laptop - Modelo 149,3451.38
PROD-02998,Samsung Webcam - Modelo 535,752.63
PROD-02999,HP Teclado - Modelo 946,2286.3
PROD-03000,LG Fuente - Modelo 385,2585.88
PROD-03001,Corsair Gabinete - Modelo 260,1443.71
PROD-03002,LG SSD - Modelo 281,1526.88
PROD-03003,Logitech RAM - Modelo 922,2218.72
PROD-03004,Dell Laptop - Modelo 269,1916.19
PROD-03005,Samsung Mouse - Modelo 367,4151.2
PROD-03006,Dell Fuente - Modelo 361,3345.44
PROD-03007,Razer Monitor - Modelo 388,4542.25
PROD-03008,Sony Laptop - Modelo 314,3813.34
PROD-03009,Kingston Teclado - Modelo 516,2754.38
PROD-03010,HP Gabinete - Modelo 822,2995.09
PROD-03011,LG Teclado - Modelo 782,3435.96
PROD-03012,ASUS Monitor - Modelo 534,3499.83
PROD-03013,Razer Gabinete - Modelo 320,4369.98
PROD-03014,Samsung SSD - Modelo 846,2470.38
PROD-03015,Samsung Teclado - Modelo 460,77.92
PROD-03016,Dell Webcam - Modelo 413,2101.41
PROD-03017,Kingston Auricular - Modelo 966,1582.46
PROD-03018,HP Webcam - Modelo 362,4441.51
PROD-03019,Corsair Webcam - Modelo 715,2320.08
PROD-03020,Razer Teclado - Modelo 176,4123.35
PROD-03021,Sony Mouse - Modelo 976,4765.27
PROD-03022,Corsair RAM - Modelo 166,3604.08
PROD-03023,LG Teclado - Modelo 725,4997.63
PROD-03024,Corsair SSD - Modelo 556,4153.75
PROD-03025,Logitech Laptop - Modelo 765,139.08
PROD-03026,Logitech Monitor - Modelo 467,2956.28
PROD-03027,ASUS Laptop - Modelo 466,737.94
PROD-03028,Razer Mouse - Modelo 864,1282.28
PROD-03029,LG Monitor - Modelo 530,2567.35
PROD-03030,Sony Gabinete - Modelo 680,1056.05
PROD-03031,ASUS Gabinete - Modelo 893,1808.0
PROD-03032,ASUS Mouse - Modelo 281,1238.65
PROD-03033,ASUS Webcam - Modelo 524,1656.08
PROD-03034,Sony Monitor - Modelo 406,811.15
PROD-03035,Sony Laptop - Modelo 968,2599.21
PROD-03036,Samsung Auricular - Modelo 173,3418.33
PROD-03037,Kingston Webcam - Modelo 793,3191.46
PROD-03038,Samsung SSD - Modelo 310,2729.3
PROD-03039,HP Teclado - Modelo 858,2803.59
PROD-03040,Samsung RAM - Modelo 303,2577.32
PROD-03041,Logitech Laptop - Modelo 157,2660.08
PROD-03042,Razer SSD - Modelo 740,2965.74
PROD-03043,LG Teclado - Modelo 984,3217.12
PROD-03044,Sony Gabinete - Modelo 997,338.51
PROD-03045,Kingston Auricular - Modelo 547,3865.86
PROD-03046,Logitech Teclado - Modelo 594,3487.4
PROD-03047,LG RAM - Modelo 567,3049.38
PROD-03048,Kingston Fuente - Modelo 384,4847.72
PROD-03049,Logitech Fuente - Modelo 994,4830.01
PROD-03050,Dell Gabinete - Modelo 664,4113.17
PROD-03051,Samsung Monitor - Modelo 172,1801.9
PROD-03052,Corsair Gabinete - Modelo 967,3804.67
PROD-03053,ASUS Fuente - Modelo 328,4843.42
PROD-03054,ASUS RAM - Modelo 703,730.96
PROD-03055,Sony Laptop - Modelo 118,1443.03
PROD-03056,Razer Fuente - Modelo 711,2926.79
PROD-03057,Dell Mouse - Modelo 131,1249.49
PROD-03058,Samsung RAM - Modelo 488,993.61
PROD-03059,ASUS RAM - Modelo 986,1722.67
PROD-03060,Sony Fuente - Modelo 953,1284.01
PROD-03061,ASUS RAM - Modelo 575,3626.83
PROD-03062,Sony RAM - Modelo 215,625.16
PROD-03063,Sony Fuente - Modelo 188,1672.69
PROD-03064,Kingston Auricular - Modelo 125,4274.14
PROD-03065,Sony Teclado - Modelo 646,2290.89
PROD-03066,Logitech Gabinete - Modelo 273,1108.68
PROD-03067,HP Gabinete - Modelo 604,2818.93
PROD-03068,ASUS SSD - Modelo 587,2915.2
PROD-03069,Dell Auricular - Modelo 948,2197.14
PROD-03070,Logitech Gabinete - Modelo 875,4933.55
PROD-03071,Dell RAM - Modelo 674,3236.66
PROD-03072,LG Laptop - Modelo 375,410.24
PROD-03073,Kingston Fuente - Modelo 786,3242.18
PROD-03074,Corsair Monitor - Modelo 744,1047.4
PROD-03075,Corsair Auricular - Modelo 752,4144.9
PROD-03076,ASUS Auricular - Modelo 753,468.15
PROD-03077,Logitech Monitor - Modelo 908,3210.52
PROD-03078,Logitech Mouse - Modelo 889,3808.7
PROD-03079,HP SSD - Modelo 289,1563.11
PROD-03080,Razer SSD - Modelo 863,3598.42
PROD-03081,Samsung Mouse - Modelo 227,3954.14
PROD-03082,Dell Webcam - Modelo 748,3077.67
PROD-03083,Kingston Webcam - Modelo 276,3488.63
PROD-03084,Samsung SSD - Modelo 892,259.08
PROD-03085,Corsair Fuente - Modelo 771,1265.34
PROD-03086,Corsair Fuente - Modelo 666,48.9
PROD-03087,Logitech Mouse - Modelo 996,259.46
PROD-03088,Samsung Auricular - Modelo 757,4316.46
PROD-03089,Razer SSD - Modelo 682,2786.87
PROD-03090,Kingston Laptop - Modelo 268,1342.72
PROD-03091,ASUS Fuente - Modelo 563,3377.02
PROD-03092,Sony Mouse - Modelo 441,2414.95
PROD-03093,Samsung Mouse - Modelo 678,601.96
PROD-03094,Razer Teclado - Modelo 622,3736.56
PROD-03095,Samsung Fuente - Modelo 961,4371.81
PROD-03096,Kingston SSD - Modelo 147,4609.48
PROD-03097,Corsair Monitor - Modelo 380,512.74
PROD-03098,LG RAM - Modelo 525,3230.87
PROD-03099,Kingston Webcam - Modelo 451,1150.25
PROD-03100,Corsair Monitor - Modelo 363,3397.01
PROD-03101,Logitech Fuente - Modelo 604,1943.52
PROD-03102,HP Teclado - Modelo 778,2366.77
PROD-03103,Corsair Monitor - Modelo 182,2314.26
